"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"153","Layer 01","","point","115.0221633911133,0.3940068781375885,17.80230140686035"
"154","Layer 01","","point","116.3804931640625,-13.0955982208252,17.80230140686035"
"155","Layer 01","","point","117.5580368041992,-16.85757827758789,14.80230140686035"
"156","Layer 01","","point","115.0221633911133,0.3940068781375885,17.80230140686035"
"157","Layer 01","","point","69.01123809814453,78.52192687988281,14.80230140686035"
"158","Layer 01","","point","69.85130310058594,77.81702423095703,14.80230140686035"
"159","Layer 01","","point","71.35734558105469,75.26729583740234,17.80230140686035"
"160","Layer 01","","point","69.85130310058594,77.81702423095703,14.80230140686035"
"161","Layer 01","","point","79.76544189453125,69.49807739257812,14.80230140686035"
"162","Layer 01","","point","81.47225952148438,66.23938751220703,17.80230140686035"
"163","Layer 01","","point","71.35734558105469,75.26729583740234,17.80230140686035"
"164","Layer 01","","point","69.85130310058594,77.81702423095703,14.80230140686035"
"165","Layer 01","","point","81.47225952148438,66.23938751220703,17.80230140686035"
"166","Layer 01","","point","-116.519157409668,22.97776794433594,14.80230140686035"
"167","Layer 01","","point","-116.4717407226562,23.08770370483398,14.80230140686035"
"168","Layer 01","","point","-115.0788497924805,23.56396102905273,17.80230140686035"
"169","Layer 01","","point","-116.4717407226562,23.08770370483398,14.80230140686035"
"170","Layer 01","","point","-110.9587478637695,35.86825180053711,14.80230140686035"
"171","Layer 01","","point","-109.6184844970703,35.97359085083008,17.80230140686035"
"172","Layer 01","","point","-115.0788497924805,23.56396102905273,17.80230140686035"
"173","Layer 01","","point","-116.4717407226562,23.08770370483398,14.80230140686035"
"174","Layer 01","","point","-109.6184844970703,35.97359085083008,17.80230140686035"
"175","Layer 01","","point","-123.7995376586914,-18.31128692626953,14.80230140686035"
"176","Layer 01","","point","-123.7148666381836,-16.85757827758789,14.80230140686035"
"177","Layer 01","","point","-122.5373229980469,-13.0955982208252,17.80230140686035"
"178","Layer 01","","point","-123.7148666381836,-16.85757827758789,14.80230140686035"
"179","Layer 01","","point","-122.9832611083984,-4.296420097351074,14.80230140686035"
"180","Layer 01","","point","-121.1789932250977,0.3940068781375885,17.80230140686035"
"181","Layer 01","","point","-122.5373229980469,-13.0955982208252,17.80230140686035"
"182","Layer 01","","point","-123.7148666381836,-16.85757827758789,14.80230140686035"
"183","Layer 01","","point","-121.1789932250977,0.3940068781375885,17.80230140686035"
"184","Layer 01","","point","-123.7995376586914,-18.31128692626953,14.80230140686035"
"185","Layer 01","","point","-123.7148666381836,-19.76499557495117,14.80230140686035"
"186","Layer 01","","point","-122.5373229980469,-23.52697563171387,17.80230140686035"
"187","Layer 01","","point","-123.7148666381836,-19.76499557495117,14.80230140686035"
